Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
13/11/17,19.63,19.92,19.92,19.17,"2,41M","-2,05%"
14/11/17,19.2,19.75,19.75,18.52,"3,74M","-2,19%"
16/11/17,19.49,19.14,19.67,19.08,"2,81M","1,51%"
17/11/17,19.87,19.67,19.93,19.45,"1,77M","1,95%"
21/11/17,20.07,19.86,20.4,19.66,"2,76M","1,01%"
22/11/17,19.29,20.04,20.07,19.26,"3,06M","-3,89%"
23/11/17,19.02,19.35,19.44,19,"3,54M","-1,40%"
24/11/17,18.86,18.92,19.11,18.59,"2,03M","-0,84%"
27/11/17,18.64,18.7,18.85,18.43,"1,61M","-1,17%"
28/11/17,18.06,18.84,18.95,18.05,"3,95M","-3,11%"
29/11/17,17.69,18.04,18.28,17.31,"7,71M","-2,05%"
30/11/17,17.24,17.82,17.82,16.83,"8,62M","-2,54%"
01/12/17,17.46,17.03,17.47,16.76,"4,30M","1,28%"
04/12/17,17.22,17.51,17.64,16.94,"3,47M","-1,37%"
05/12/17,17.54,17.37,17.78,17.17,"3,83M","1,86%"
06/12/17,18.6,17.57,18.74,17.57,"5,21M","6,04%"
07/12/17,18.42,18.56,18.98,18.13,"3,48M","-0,97%"
08/12/17,18.49,18.51,18.51,17.94,"2,28M","0,38%"
11/12/17,18.19,18.49,18.49,18.04,"2,21M","-1,62%"
12/12/17,18.16,18.19,18.27,17.64,"3,60M","-0,16%"
13/12/17,17.82,18.16,18.38,17.71,"3,99M","-1,87%"
14/12/17,17.9,17.81,18.13,17.73,"3,04M","0,45%"
15/12/17,17.99,17.87,18.22,17.71,"3,21M","0,50%"
18/12/17,18.04,17.91,18.04,17.79,"1,42M","0,28%"
19/12/17,17.7,18.06,18.06,17.54,"2,45M","-1,88%"
20/12/17,18.21,17.91,18.26,17.72,"1,73M","2,88%"
21/12/17,18.67,18.26,18.67,18.01,"1,42M","2,53%"
22/12/17,18.35,18.68,18.68,18.13,"1,68M","-1,71%"
26/12/17,18.19,18.35,18.35,18.04,"889,70K","-0,87%"
27/12/17,18.23,18.23,18.23,17.87,"2,12M","0,22%"
28/12/17,18.4,18.13,18.4,18.01,"2,25M","0,93%"
02/01/18,18.5,18.33,18.81,18.19,"2,12M","0,54%"
03/01/18,18.36,18.41,18.71,18.19,"2,65M","-0,76%"
04/01/18,18.41,18.43,18.57,18.12,"3,25M","0,27%"
05/01/18,18.36,18.3,18.6,18.26,"3,06M","-0,27%"
08/01/18,18.8,18.51,19.13,18.48,"4,20M","2,40%"
09/01/18,19,19.14,19.2,18.8,"4,16M","1,06%"
10/01/18,19.11,19.04,19.27,18.95,"2,13M","0,58%"
11/01/18,19.04,19.2,19.28,18.62,"3,31M","-0,37%"
12/01/18,18.97,18.85,19.34,18.85,"3,29M","-0,37%"
15/01/18,19.17,19.1,19.25,19.01,"1,40M","1,05%"
16/01/18,19.14,19.23,19.43,19.12,"2,26M","-0,16%"
17/01/18,19.34,19.14,19.35,18.99,"2,71M","1,04%"
18/01/18,20.67,19.37,20.67,19.36,"5,80M","6,88%"
19/01/18,20.87,20.67,21.46,20.48,"4,87M","0,97%"
22/01/18,20.98,21.03,21.19,20.43,"3,65M","0,53%"
23/01/18,20.76,20.95,21.16,20.55,"2,83M","-1,05%"
24/01/18,20.56,21.03,21.07,20.04,"3,54M","-0,96%"
26/01/18,20.27,20.19,20.41,19.99,"3,58M","-1,41%"
29/01/18,20.15,20.98,21.32,20.01,"7,83M","-0,59%"
30/01/18,20.73,20.28,20.84,20.07,"2,32M","2,88%"
31/01/18,20.34,20.87,20.87,20.31,"2,57M","-1,88%"
01/02/18,20.7,20.36,20.82,20.36,"2,05M","1,77%"
02/02/18,20.87,20.77,21.23,20.52,"2,87M","0,82%"
05/02/18,20.73,21.03,21.3,20.68,"3,23M","-0,67%"
06/02/18,20.59,20.7,20.7,20.07,"3,29M","-0,68%"
07/02/18,20.57,20.67,21.12,20.49,"3,98M","-0,10%"
08/02/18,19.57,20.88,20.91,19.57,"5,04M","-4,86%"
09/02/18,19.61,19.5,19.79,19,"6,07M","0,20%"
14/02/18,20,19.81,20.16,19.68,"4,90M","1,99%"
15/02/18,19.97,20.12,20.32,19.85,"1,84M","-0,15%"
16/02/18,21.01,20.38,21.03,20.29,"4,74M","5,21%"
19/02/18,21.75,21.09,21.79,21.08,"3,60M","3,52%"
20/02/18,22.46,21.9,23.1,21.88,"5,12M","3,26%"
21/02/18,22.44,22.04,22.61,21.68,"7,24M","-0,09%"
22/02/18,21.8,22.44,22.83,21.6,"3,98M","-2,85%"
23/02/18,21.8,21.9,22,21.45,"2,86M","0,00%"
26/02/18,21.25,21.8,21.94,21.22,"3,74M","-2,52%"
27/02/18,21.13,21.3,21.45,20.83,"3,58M","-0,56%"
28/02/18,21.41,21.31,21.41,20.78,"7,03M","1,33%"
01/03/18,20.93,21.62,21.66,20.92,"3,14M","-2,24%"
02/03/18,21.46,21.14,21.58,20.98,"4,12M","2,53%"
05/03/18,21.09,21.59,21.83,21.09,"2,27M","-1,72%"
06/03/18,21.31,21.26,21.44,21.09,"1,90M","1,04%"
07/03/18,21.62,21.19,21.62,21.01,"2,50M","1,45%"
08/03/18,22.41,21.62,22.75,21.62,"7,21M","3,65%"
09/03/18,22.78,22.69,23.08,21.95,"4,29M","1,65%"
12/03/18,21.77,22.4,22.77,21.47,"8,75M","-4,43%"
13/03/18,22.4,21.65,22.46,21.42,"4,67M","2,89%"
14/03/18,23.63,22.25,23.89,22.16,"5,70M","5,49%"
15/03/18,23.04,23.77,23.87,22.49,"5,96M","-2,50%"
16/03/18,28.06,28.68,30.12,25.94,"44,40M","21,79%"
19/03/18,30.12,28.76,31.65,28.6,"24,02M","7,34%"
20/03/18,29.98,31.01,31.01,28.79,"13,41M","-0,46%"
21/03/18,31.27,29.53,31.64,29.46,"10,82M","4,30%"
22/03/18,31.99,31.5,31.99,30.81,"7,45M","2,30%"
23/03/18,32.67,31.8,33.67,31.56,"9,14M","2,13%"
26/03/18,33.68,32.99,33.98,32.95,"4,98M","3,09%"
27/03/18,32.52,33.98,34.22,32.52,"6,51M","-3,44%"
28/03/18,32.93,32.49,33.15,31.89,"5,31M","1,26%"
29/03/18,32.84,32.88,33.28,32.3,"5,81M","-0,27%"
02/04/18,33.01,32.88,33.46,32.26,"4,72M","0,52%"
